Current_Customer_Grade,owns_car,wealth_segment,past_3_years_bike_related_purchases,property_valuation,age
3rd grade,0,1,93,5,34
3rd grade,1,2,99,3,65
3rd grade,0,2,63,9,26
3rd grade,0,2,75,10,42
3rd grade,0,1,13,10,59
3rd grade,1,1,41,8,64
3rd grade,0,3,32,6,45
3rd grade,1,2,60,7,56
3rd grade,0,1,43,8,39
3rd grade,1,2,28,9,58
3rd grade,0,1,50,7,58
3rd grade,1,2,77,8,49
3rd grade,0,1,62,9,56
3rd grade,1,2,74,7,40
3rd grade,1,1,86,7,42
3rd grade,1,3,84,7,NULL
3rd grade,0,1,30,12,NULL
3rd grade,0,3,90,10,43
3rd grade,1,3,9,7,39
3rd grade,1,2,1,7,NULL
3rd grade,1,2,70,9,24
3rd grade,0,1,89,10,46
3rd grade,0,2,54,4,65
3rd grade,0,1,27,11,43
3rd grade,1,3,99,7,31
3rd grade,1,1,98,7,45
3rd grade,1,1,89,5,41
3rd grade,0,2,77,10,57
3rd grade,1,2,31,11,42
3rd grade,1,3,55,7,66
3rd grade,1,3,91,12,24
3rd grade,1,2,79,8,35
3rd grade,0,1,43,7,34
3rd grade,1,3,71,9,52
3rd grade,0,3,74,6,22
3rd grade,1,1,37,10,52
3rd grade,1,1,45,9,54
3rd grade,0,1,9,6,29
3rd grade,0,1,10,8,28
3rd grade,0,3,47,11,35
3rd grade,0,3,98,7,26
3rd grade,0,1,10,10,41
3rd grade,0,3,41,5,46
3rd grade,0,2,69,4,28
3rd grade,1,1,52,7,51
3rd grade,1,2,94,10,33
3rd grade,1,1,89,10,44
3rd grade,1,1,42,8,NULL
3rd grade,1,1,80,10,61
3rd grade,0,3,7,4,65
3rd grade,0,2,50,6,62
3rd grade,1,2,97,3,43
3rd grade,1,1,30,9,60
3rd grade,1,1,42,7,38
3rd grade,1,2,81,9,41
3rd grade,1,1,65,8,63
3rd grade,0,2,88,9,65
3rd grade,0,3,60,9,44
3rd grade,0,3,78,9,51
3rd grade,1,3,0,7,33
3rd grade,1,2,42,8,52
3rd grade,0,3,8,3,26
3rd grade,0,1,35,5,46
3rd grade,0,1,42,9,NULL
3rd grade,0,1,5,3,40
3rd grade,1,2,63,7,31
3rd grade,0,1,18,9,55
3rd grade,0,2,48,7,44
3rd grade,1,1,2,8,54
3rd grade,1,3,8,7,47
3rd grade,0,2,85,9,25
3rd grade,1,3,82,8,41
3rd grade,1,1,6,10,46
3rd grade,1,1,91,9,61
3rd grade,0,3,2,5,37
3rd grade,0,2,20,9,61
3rd grade,1,1,74,9,26
3rd grade,1,3,81,7,66
3rd grade,1,3,8,12,66
3rd grade,1,1,6,8,62
3rd grade,0,1,93,10,23
3rd grade,1,3,56,1,31
3rd grade,0,3,38,3,46
3rd grade,0,3,34,10,25
3rd grade,0,1,39,10,46
3rd grade,0,1,18,8,49
3rd grade,1,1,9,8,44
3rd grade,0,1,53,10,46
3rd grade,0,2,16,8,49
3rd grade,1,1,16,6,25
3rd grade,0,1,37,9,61
3rd grade,1,3,11,9,46
3rd grade,0,2,16,10,43
3rd grade,1,3,27,8,25
3rd grade,0,2,86,9,56
3rd grade,0,3,55,11,61
3rd grade,0,3,86,10,63
3rd grade,1,1,59,9,46
3rd grade,1,3,43,3,46
3rd grade,0,3,77,11,42
3rd grade,1,3,55,6,40
3rd grade,0,3,41,10,42
3rd grade,0,1,19,10,29
3rd grade,1,1,55,4,28
3rd grade,1,1,6,8,30
3rd grade,0,2,39,7,59
3rd grade,1,2,36,8,45
3rd grade,0,1,46,12,43
3rd grade,1,1,64,11,24
3rd grade,0,1,49,11,22
3rd grade,0,1,74,1,43
3rd grade,1,3,42,8,30
3rd grade,0,1,39,11,59
3rd grade,0,1,40,7,39
3rd grade,1,1,53,10,32
3rd grade,1,3,58,10,40
3rd grade,0,3,11,7,32
3rd grade,0,2,90,11,24
3rd grade,1,2,59,7,55
3rd grade,0,1,42,9,41
3rd grade,1,1,37,8,19
3rd grade,0,1,29,9,NULL
3rd grade,1,2,33,7,35
3rd grade,0,2,67,8,24
3rd grade,0,1,63,9,21
3rd grade,0,1,25,7,34
3rd grade,0,1,81,1,46
3rd grade,1,1,66,8,23
3rd grade,0,3,19,8,46
3rd grade,0,1,69,8,63
3rd grade,0,1,83,10,58
3rd grade,0,1,63,9,56
3rd grade,0,3,25,5,31
3rd grade,1,2,19,7,28
3rd grade,1,1,84,12,22
3rd grade,0,1,91,12,47
3rd grade,1,1,16,12,52
3rd grade,1,2,66,8,57
3rd grade,1,3,74,9,31
3rd grade,0,1,98,3,42
3rd grade,1,2,59,10,43
3rd grade,1,3,62,8,25
3rd grade,1,2,66,12,25
3rd grade,0,3,63,11,46
3rd grade,1,1,32,8,49
3rd grade,0,2,79,7,38
3rd grade,0,2,96,7,54
3rd grade,0,3,20,8,51
3rd grade,1,1,26,3,21
3rd grade,0,2,37,6,30
3rd grade,1,3,35,9,54
3rd grade,1,1,22,8,NULL
3rd grade,1,3,80,2,52
3rd grade,0,3,32,6,34
3rd grade,1,1,35,1,47
3rd grade,0,1,62,10,35
3rd grade,0,2,80,12,44
3rd grade,0,3,23,1,64
3rd grade,1,1,60,8,60
3rd grade,1,1,19,10,29
3rd grade,0,2,16,3,20
3rd grade,1,1,67,9,39
3rd grade,0,3,53,2,53
3rd grade,0,1,94,8,56
3rd grade,0,2,25,5,59
3rd grade,0,3,71,6,34
3rd grade,1,1,32,10,44
3rd grade,1,3,4,8,61
3rd grade,0,1,19,11,66
3rd grade,1,1,67,7,59
3rd grade,1,3,17,9,40
3rd grade,0,2,57,9,53
3rd grade,1,3,21,9,55
3rd grade,1,3,21,7,48
3rd grade,0,2,82,8,64
3rd grade,0,2,96,6,34
3rd grade,0,2,76,11,63
3rd grade,0,1,99,9,58
3rd grade,0,1,33,12,24
3rd grade,1,1,20,10,58
3rd grade,0,1,99,9,47
3rd grade,0,2,77,8,39
3rd grade,1,1,72,7,32
3rd grade,0,3,17,8,42
3rd grade,0,3,23,12,42
3rd grade,0,1,39,6,49
3rd grade,0,2,95,5,33
3rd grade,0,1,31,5,50
3rd grade,1,3,37,3,46
3rd grade,1,3,89,9,32
3rd grade,1,3,57,8,42
3rd grade,1,1,66,7,23
3rd grade,0,3,37,10,33
3rd grade,1,2,32,8,49
3rd grade,1,1,99,9,31
3rd grade,1,3,12,7,61
3rd grade,1,1,41,9,53
3rd grade,1,2,7,10,34
3rd grade,0,1,72,8,64
3rd grade,0,3,71,4,37
3rd grade,1,3,86,1,23
3rd grade,0,1,14,8,40
3rd grade,1,1,48,11,61
3rd grade,1,2,62,4,54
3rd grade,0,3,18,8,26
3rd grade,0,1,23,1,23
3rd grade,1,2,51,7,44
3rd grade,1,2,97,1,40
3rd grade,0,3,12,8,39
3rd grade,0,1,98,5,40
3rd grade,0,3,57,9,33
3rd grade,0,3,94,7,52
3rd grade,1,1,92,10,27
3rd grade,0,2,37,7,46
3rd grade,1,1,22,12,33
3rd grade,1,1,20,9,54
3rd grade,0,3,82,10,25
3rd grade,0,2,9,2,52
3rd grade,1,1,71,7,41
3rd grade,0,1,55,12,42
3rd grade,1,3,50,12,41
3rd grade,0,2,10,8,49
3rd grade,0,2,34,10,35
3rd grade,1,1,14,10,30
3rd grade,1,3,79,9,63
3rd grade,0,1,20,6,46
3rd grade,1,2,14,8,58
3rd grade,1,3,94,7,41
3rd grade,0,1,69,12,41
3rd grade,1,1,3,10,52
3rd grade,1,2,27,6,57
3rd grade,1,3,35,8,19
3rd grade,0,1,52,2,43
3rd grade,1,1,98,9,66
3rd grade,0,1,8,8,23
3rd grade,1,1,13,5,45
3rd grade,1,3,59,6,22
3rd grade,0,1,99,2,49
3rd grade,1,1,32,6,53
3rd grade,1,1,0,5,35
3rd grade,1,3,62,12,26
3rd grade,0,1,13,1,41
3rd grade,0,1,52,9,63
3rd grade,1,2,44,5,21
3rd grade,1,3,96,9,59
3rd grade,1,1,43,10,40
3rd grade,0,1,53,4,49
3rd grade,0,1,86,8,48
3rd grade,0,3,1,7,NULL
3rd grade,1,1,6,12,51
3rd grade,0,1,90,12,56
3rd grade,0,1,84,4,47
3rd grade,0,1,31,7,41
3rd grade,1,1,26,2,34
3rd grade,1,2,16,3,19
3rd grade,1,1,34,7,41
3rd grade,1,1,83,8,NULL
3rd grade,0,3,82,4,40
3rd grade,1,1,4,6,44
3rd grade,0,1,49,1,38
3rd grade,1,2,46,4,50
3rd grade,0,2,83,4,22
3rd grade,0,2,21,6,44
3rd grade,0,3,42,9,61
3rd grade,1,1,84,1,35
3rd grade,1,2,24,8,43
3rd grade,1,3,80,5,42
3rd grade,0,1,11,8,24
3rd grade,1,1,14,2,43
3rd grade,0,1,81,10,41
3rd grade,0,1,78,12,46
3rd grade,0,1,92,10,28
3rd grade,1,1,13,6,31
3rd grade,0,3,90,8,54
3rd grade,0,2,6,9,46
3rd grade,0,3,30,10,56
3rd grade,1,3,70,8,22
3rd grade,1,3,2,8,57
3rd grade,1,2,64,10,NULL
3rd grade,0,3,15,4,56
3rd grade,0,3,59,7,34
3rd grade,1,2,90,10,34
3rd grade,0,1,40,8,61
3rd grade,0,2,98,7,47
3rd grade,1,1,99,7,32
3rd grade,0,1,64,8,34
3rd grade,1,1,48,8,57
3rd grade,1,3,40,6,57
3rd grade,0,3,58,4,58
3rd grade,1,3,2,12,51
3rd grade,0,2,82,4,64
3rd grade,1,1,64,8,27
3rd grade,1,1,47,1,51
3rd grade,0,1,87,10,42
3rd grade,1,1,35,12,NULL
3rd grade,1,3,96,1,55
3rd grade,0,3,14,9,27
3rd grade,1,3,26,2,61
3rd grade,0,1,14,4,42
3rd grade,1,3,70,9,40
3rd grade,1,2,37,7,40
3rd grade,0,3,87,11,44
3rd grade,1,1,70,6,34
3rd grade,0,2,19,10,20
3rd grade,1,3,53,10,59
3rd grade,0,3,40,2,28
3rd grade,0,3,94,4,21
3rd grade,0,2,64,7,61
3rd grade,0,1,51,10,38
3rd grade,1,2,11,10,45
3rd grade,0,1,71,6,23
3rd grade,0,3,10,2,41
3rd grade,0,3,93,7,62
3rd grade,1,1,33,10,62
3rd grade,1,1,40,3,45
3rd grade,0,3,32,12,43
3rd grade,0,2,75,5,41
3rd grade,0,3,14,7,43
3rd grade,1,2,95,7,33
3rd grade,0,3,0,11,31
3rd grade,1,2,70,5,54
3rd grade,0,3,98,11,34
3rd grade,1,2,25,8,44
3rd grade,1,3,11,8,29
3rd grade,1,2,71,11,58
3rd grade,1,1,18,9,45
3rd grade,1,1,53,11,58
3rd grade,0,1,56,5,34
3rd grade,1,2,59,5,53
3rd grade,1,2,99,7,35
3rd grade,0,1,99,8,66
3rd grade,1,3,59,7,44
3rd grade,0,1,25,4,52
3rd grade,0,2,97,11,65
3rd grade,1,3,37,1,58
3rd grade,0,3,99,1,42
3rd grade,1,3,18,11,46
3rd grade,1,1,93,12,35
3rd grade,1,2,21,2,51
3rd grade,0,3,53,1,43
3rd grade,1,2,42,8,59
3rd grade,0,3,48,7,45
3rd grade,0,1,15,10,60
3rd grade,1,3,24,11,37
3rd grade,1,1,30,10,32
3rd grade,1,1,76,6,25
3rd grade,0,1,93,9,64
3rd grade,1,2,92,4,42
3rd grade,1,3,25,4,36
3rd grade,0,1,38,8,37
3rd grade,1,2,27,7,20
3rd grade,1,3,24,5,NULL
3rd grade,0,2,56,3,59
3rd grade,0,1,72,8,40
3rd grade,0,1,15,1,57
3rd grade,0,1,58,12,24
3rd grade,0,1,4,8,39
3rd grade,1,1,93,8,41
3rd grade,0,3,35,6,45
3rd grade,1,2,32,6,60
3rd grade,0,1,93,1,54
3rd grade,0,3,33,7,61
3rd grade,1,1,83,6,31
3rd grade,1,1,70,12,65
3rd grade,1,3,19,9,31
3rd grade,0,2,16,9,18
3rd grade,1,3,44,2,65
3rd grade,0,1,9,7,66
3rd grade,0,1,69,10,42
3rd grade,1,1,64,2,40
3rd grade,0,1,54,10,47
3rd grade,0,1,47,1,41
3rd grade,0,2,1,1,67
3rd grade,1,2,15,8,54
3rd grade,1,1,8,6,29
3rd grade,0,1,13,5,34
3rd grade,0,1,12,7,43
3rd grade,1,1,89,7,36
3rd grade,1,2,34,7,49
3rd grade,0,1,72,8,46
3rd grade,0,1,37,9,42
3rd grade,1,3,13,9,50
3rd grade,1,1,15,10,58
3rd grade,1,1,69,3,20
3rd grade,0,1,5,4,25
3rd grade,1,3,75,11,65
3rd grade,1,1,36,1,56
3rd grade,0,1,15,10,58
3rd grade,0,2,41,3,42
3rd grade,0,1,29,9,46
3rd grade,1,1,82,9,65
3rd grade,0,3,43,10,61
3rd grade,1,1,80,5,41
3rd grade,0,2,33,10,44
3rd grade,0,2,79,12,53
3rd grade,1,3,46,3,47
3rd grade,1,1,0,11,61
3rd grade,1,2,49,11,46
3rd grade,0,1,58,4,26
3rd grade,0,3,18,9,26
3rd grade,0,1,38,5,39
3rd grade,1,1,26,10,46
3rd grade,1,1,96,11,34
3rd grade,1,1,94,9,49
3rd grade,0,3,25,12,53
3rd grade,0,1,84,8,40
3rd grade,1,2,21,8,44
3rd grade,1,3,80,9,40
3rd grade,1,3,98,10,60
3rd grade,1,3,26,5,61
3rd grade,1,1,24,10,55
3rd grade,1,1,16,9,56
3rd grade,1,1,30,9,34
3rd grade,0,3,51,9,39
3rd grade,0,1,81,6,34
3rd grade,1,1,1,8,52
3rd grade,0,1,96,7,47
3rd grade,0,1,18,8,43
3rd grade,0,2,45,4,32
3rd grade,1,1,14,7,NULL
3rd grade,0,2,77,1,42
3rd grade,0,3,19,6,53
3rd grade,0,1,99,4,50
3rd grade,1,1,40,10,28
3rd grade,1,2,26,9,53
3rd grade,1,1,9,7,58
3rd grade,1,1,58,8,34
3rd grade,1,1,10,6,54
3rd grade,0,2,6,2,35
3rd grade,0,1,10,8,52
3rd grade,0,2,15,7,26
3rd grade,1,1,61,8,56
3rd grade,1,3,73,9,38
3rd grade,0,3,42,10,55
3rd grade,0,1,64,4,36
3rd grade,0,3,37,10,19
3rd grade,1,1,41,9,57
3rd grade,0,1,82,7,60
3rd grade,1,3,47,9,56
3rd grade,0,3,58,1,33
3rd grade,1,2,54,5,44
3rd grade,0,3,0,12,56
3rd grade,1,3,69,9,44
3rd grade,1,2,93,7,40
3rd grade,0,2,17,8,40
3rd grade,1,1,3,9,42
3rd grade,1,1,3,9,43
3rd grade,1,2,80,10,34
3rd grade,1,2,11,2,45
3rd grade,0,3,89,9,35
3rd grade,0,3,59,7,27
3rd grade,0,1,43,12,42
3rd grade,0,1,88,9,64
3rd grade,1,3,74,7,20
3rd grade,0,1,50,9,29
3rd grade,0,1,25,10,19
3rd grade,1,1,77,6,27
3rd grade,0,2,76,12,47
3rd grade,1,1,58,8,31
3rd grade,0,1,67,6,43
3rd grade,1,3,13,10,22
3rd grade,1,2,77,1,34
3rd grade,1,3,97,10,43
3rd grade,1,2,86,7,39
3rd grade,0,1,67,7,44
3rd grade,1,2,55,9,36
3rd grade,0,1,0,8,42
3rd grade,1,1,87,10,59
3rd grade,1,3,75,12,31
3rd grade,1,3,11,9,46
3rd grade,0,1,99,8,62
3rd grade,1,2,32,7,36
3rd grade,0,3,15,11,61
3rd grade,0,1,38,11,34
3rd grade,0,3,72,9,43
3rd grade,1,3,27,9,55
3rd grade,0,1,91,8,32
3rd grade,0,1,9,8,56
3rd grade,1,1,62,7,33
3rd grade,1,1,14,10,42
3rd grade,1,1,50,6,56
3rd grade,0,1,36,8,25
3rd grade,0,1,12,7,28
3rd grade,1,1,60,1,62
3rd grade,1,2,96,6,26
3rd grade,0,1,99,8,65
3rd grade,0,1,30,3,44
3rd grade,1,2,57,10,52
3rd grade,1,1,59,11,21
3rd grade,1,1,33,6,45
3rd grade,0,3,70,11,42
3rd grade,1,1,60,5,34
3rd grade,0,2,57,4,47
3rd grade,0,1,86,12,25
3rd grade,1,1,51,6,26
3rd grade,0,1,15,8,32
3rd grade,0,1,34,10,43
3rd grade,0,3,26,10,42
3rd grade,0,1,9,6,39
3rd grade,1,1,27,11,37
3rd grade,1,3,33,11,59
3rd grade,0,2,47,11,26
3rd grade,0,2,40,8,21
3rd grade,1,1,68,1,42
3rd grade,0,1,46,5,59
3rd grade,1,1,45,6,62
3rd grade,0,2,17,8,58
3rd grade,1,1,12,9,32
3rd grade,1,2,64,11,61
3rd grade,1,1,47,4,28
3rd grade,1,3,67,10,41
3rd grade,0,2,37,7,25
3rd grade,1,1,43,8,55
3rd grade,1,3,47,2,41
3rd grade,1,3,3,2,49
3rd grade,0,1,39,9,43
3rd grade,0,1,48,10,43
3rd grade,1,3,32,9,60
3rd grade,1,2,5,9,35
3rd grade,1,1,87,5,41
3rd grade,1,1,79,4,33
3rd grade,1,3,80,5,22
3rd grade,0,3,52,10,40
3rd grade,0,2,81,6,63
3rd grade,1,3,40,9,54
3rd grade,0,1,42,9,NULL
3rd grade,1,1,97,9,47
3rd grade,1,2,5,4,47
3rd grade,1,1,1,1,40
3rd grade,1,1,12,8,31
3rd grade,0,1,0,8,24
3rd grade,1,3,29,1,23
3rd grade,1,3,74,11,42
3rd grade,1,1,10,11,60
3rd grade,0,3,68,7,34
3rd grade,1,3,0,10,43
3rd grade,0,2,28,10,46
3rd grade,1,1,44,8,44
3rd grade,1,1,62,9,56
3rd grade,1,1,32,7,34
3rd grade,1,1,19,12,51
3rd grade,0,1,50,5,42
3rd grade,1,1,21,10,34
3rd grade,0,1,71,4,45
3rd grade,0,3,16,9,53
3rd grade,0,1,82,4,26
3rd grade,0,1,23,1,47
3rd grade,1,1,2,9,35
3rd grade,0,3,57,7,26
3rd grade,1,1,22,10,64
3rd grade,0,3,45,11,40
3rd grade,1,3,19,8,49
3rd grade,0,3,5,8,30
3rd grade,1,1,11,4,26
3rd grade,0,3,44,4,43
3rd grade,1,1,48,2,25
3rd grade,0,3,46,10,18
3rd grade,1,1,57,5,23
3rd grade,0,1,24,2,51
3rd grade,0,2,94,3,55
3rd grade,0,2,96,9,44
3rd grade,1,1,12,9,47
3rd grade,1,3,51,8,34
3rd grade,1,1,99,3,51
3rd grade,1,1,7,9,66
3rd grade,1,3,12,10,56
3rd grade,0,1,56,1,62
3rd grade,0,1,95,9,24
3rd grade,0,1,11,1,40
3rd grade,0,1,86,6,61
3rd grade,1,2,25,5,55
3rd grade,1,2,65,8,59
3rd grade,1,2,94,3,56
3rd grade,1,1,89,12,41
3rd grade,1,1,38,9,30
3rd grade,0,3,35,7,32
3rd grade,0,1,48,7,22
3rd grade,1,1,0,8,23
3rd grade,0,1,83,10,54
3rd grade,1,1,4,10,62
3rd grade,0,1,94,10,60
3rd grade,1,3,10,7,45
3rd grade,1,3,74,7,46
3rd grade,1,3,22,7,NULL
3rd grade,1,2,91,4,22
3rd grade,1,1,67,10,18
3rd grade,0,3,36,2,28
3rd grade,0,3,94,7,27
3rd grade,0,3,58,1,27
3rd grade,1,1,64,5,65
3rd grade,1,2,54,7,35
3rd grade,0,1,47,1,22
3rd grade,1,3,6,5,61
3rd grade,1,1,37,7,42
3rd grade,1,3,65,8,40
3rd grade,0,2,40,6,64
3rd grade,0,1,17,7,57
3rd grade,0,3,22,5,43
3rd grade,0,3,67,4,52
3rd grade,0,1,52,9,20
3rd grade,0,1,71,11,53
3rd grade,1,1,69,8,39
3rd grade,1,3,21,9,43
3rd grade,0,3,54,8,43
3rd grade,0,1,53,8,43
3rd grade,1,2,12,6,61
3rd grade,0,3,31,11,34
3rd grade,1,1,96,9,46
3rd grade,1,3,52,6,43
3rd grade,0,1,3,2,33
3rd grade,0,2,22,6,42
3rd grade,1,1,36,6,47
3rd grade,0,1,18,6,45
3rd grade,1,1,27,5,26
3rd grade,1,3,38,11,34
3rd grade,1,1,92,7,29
3rd grade,1,2,11,8,60
3rd grade,1,2,54,4,32
3rd grade,1,3,91,10,50
3rd grade,0,3,58,6,34
3rd grade,0,3,2,6,36
3rd grade,1,1,59,9,46
3rd grade,0,2,94,2,56
3rd grade,0,3,85,8,32
3rd grade,1,2,19,10,33
3rd grade,0,1,74,9,22
3rd grade,1,1,83,9,41
3rd grade,0,3,30,9,65
3rd grade,0,1,23,10,37
3rd grade,0,1,68,4,42
3rd grade,0,1,92,10,43
3rd grade,0,3,89,10,56
3rd grade,0,1,98,9,46
3rd grade,0,3,24,7,46
3rd grade,1,1,55,9,19
3rd grade,1,2,51,8,29
3rd grade,0,1,51,9,61
3rd grade,1,3,42,6,34
3rd grade,0,3,71,9,22
3rd grade,0,2,53,8,56
3rd grade,0,1,25,8,35
3rd grade,1,1,85,10,52
3rd grade,1,2,51,7,41
3rd grade,1,2,37,7,61
3rd grade,0,3,23,3,39
3rd grade,0,2,27,11,58
3rd grade,1,1,92,9,37
3rd grade,0,2,16,7,53
3rd grade,1,2,16,11,25
3rd grade,1,2,48,10,64
3rd grade,1,1,18,11,NULL
3rd grade,0,2,63,11,25
3rd grade,1,3,40,7,38
3rd grade,0,2,66,8,38
3rd grade,1,1,51,9,67
3rd grade,1,1,9,2,61
3rd grade,1,3,27,3,58
3rd grade,1,2,30,11,34
3rd grade,0,3,45,5,62
3rd grade,0,1,28,6,20
3rd grade,1,1,62,2,64
3rd grade,1,1,36,11,42
3rd grade,0,2,7,10,23
3rd grade,1,1,70,8,33
3rd grade,1,1,27,3,40
3rd grade,0,3,2,9,27
3rd grade,0,1,42,10,52
3rd grade,0,2,22,9,22
3rd grade,1,3,12,10,25
3rd grade,0,1,11,7,24
3rd grade,0,1,23,8,35
3rd grade,0,3,63,5,29
3rd grade,1,1,3,10,34
3rd grade,0,1,81,8,33
3rd grade,0,3,10,5,34
3rd grade,1,2,56,9,45
3rd grade,0,1,82,7,61
3rd grade,1,3,26,9,43
3rd grade,1,1,37,4,65
3rd grade,1,3,48,5,39
3rd grade,1,2,47,6,54
3rd grade,0,1,18,3,49
3rd grade,0,3,98,3,60
3rd grade,1,2,8,7,64
3rd grade,1,2,12,4,56
3rd grade,0,1,94,9,33
3rd grade,1,2,48,8,24
3rd grade,0,2,7,8,53
3rd grade,1,2,28,3,61
3rd grade,0,2,28,5,33
3rd grade,1,2,46,2,49
3rd grade,0,1,28,4,25
3rd grade,1,3,20,7,34
3rd grade,1,3,11,10,34
3rd grade,0,1,33,5,23
3rd grade,0,2,13,7,38
3rd grade,0,1,77,1,39
3rd grade,1,2,81,4,63
3rd grade,0,1,81,8,56
3rd grade,0,1,83,8,28
3rd grade,0,1,75,3,32
3rd grade,0,1,73,12,51
3rd grade,1,1,11,3,25
3rd grade,1,1,34,6,23
3rd grade,0,3,44,1,22
3rd grade,0,3,10,5,50
3rd grade,0,3,49,2,NULL
3rd grade,0,1,10,8,65
3rd grade,1,1,42,12,53
3rd grade,1,2,83,8,59
3rd grade,0,1,79,10,53
3rd grade,1,1,54,8,36
3rd grade,1,2,22,10,33
3rd grade,1,2,52,8,46
3rd grade,0,3,60,8,58
3rd grade,1,3,67,10,58
3rd grade,0,1,87,5,40
3rd grade,0,3,7,2,51
3rd grade,1,1,23,11,41
3rd grade,0,2,83,8,NULL
3rd grade,1,2,77,2,35
3rd grade,1,3,54,5,33
3rd grade,0,1,39,8,28
3rd grade,0,1,41,6,45
3rd grade,0,2,88,7,30
3rd grade,1,2,57,4,61
3rd grade,0,1,45,7,60
3rd grade,1,2,9,11,63
3rd grade,0,2,79,10,29
3rd grade,1,1,75,9,62
3rd grade,1,3,75,7,46
3rd grade,0,1,52,9,50
3rd grade,0,1,23,8,31
3rd grade,1,2,3,10,62
3rd grade,0,1,19,8,42
3rd grade,0,1,78,6,36
3rd grade,1,2,55,1,23
3rd grade,1,2,76,12,65
3rd grade,0,1,58,8,19
3rd grade,1,1,60,7,23
3rd grade,0,2,53,4,39
3rd grade,1,3,98,7,21
3rd grade,1,2,6,4,57
3rd grade,1,3,68,8,22
3rd grade,0,3,42,9,43
3rd grade,1,1,76,7,37
3rd grade,1,2,76,10,42
3rd grade,0,1,89,8,43
3rd grade,0,3,32,6,58
3rd grade,1,3,74,2,46
3rd grade,1,2,67,10,60
3rd grade,0,2,11,2,24
3rd grade,1,2,24,7,44
3rd grade,1,1,73,7,32
3rd grade,0,3,67,2,64
3rd grade,1,1,44,11,51
3rd grade,0,3,30,11,30
3rd grade,0,1,42,8,42
3rd grade,1,2,80,5,44
3rd grade,0,1,97,10,30
3rd grade,1,3,41,11,19
3rd grade,0,3,43,12,42
3rd grade,1,1,20,10,22
3rd grade,0,2,65,8,59
3rd grade,0,1,17,11,47
3rd grade,0,3,80,2,24
3rd grade,1,1,92,11,45
3rd grade,0,1,59,8,35
3rd grade,1,1,33,7,55
3rd grade,0,3,70,8,47
3rd grade,1,1,1,6,42
3rd grade,0,1,36,6,46
3rd grade,1,1,93,10,67
3rd grade,1,3,24,10,40
3rd grade,0,1,11,2,30
3rd grade,0,1,97,10,66
3rd grade,0,1,65,12,27
3rd grade,1,1,64,8,55
3rd grade,1,1,47,2,NULL
3rd grade,1,3,50,8,56
3rd grade,0,1,75,1,43
3rd grade,1,1,5,3,65
3rd grade,0,1,61,7,66
3rd grade,0,1,85,8,43
3rd grade,1,2,38,11,20
3rd grade,0,3,65,7,63
3rd grade,1,1,12,11,25
3rd grade,0,3,78,11,66
3rd grade,1,1,12,9,46
3rd grade,0,1,68,9,41
3rd grade,1,1,68,8,35
3rd grade,1,2,84,8,44
3rd grade,1,1,66,4,42
3rd grade,1,3,68,10,42
3rd grade,0,1,87,9,21
3rd grade,0,1,32,9,25
3rd grade,0,1,76,10,36
3rd grade,0,2,91,6,48
3rd grade,1,1,32,9,47
3rd grade,1,2,57,10,54
3rd grade,0,2,33,9,51
3rd grade,1,3,99,10,35
3rd grade,0,2,97,8,42
3rd grade,1,1,63,10,44
3rd grade,0,1,67,8,64
3rd grade,0,2,98,10,29
3rd grade,0,3,90,8,51
3rd grade,0,1,77,4,40
3rd grade,1,1,2,3,27
3rd grade,0,1,98,10,40
3rd grade,1,1,90,7,34
3rd grade,1,3,31,9,28
3rd grade,1,1,69,8,42
3rd grade,0,1,57,9,26
3rd grade,0,2,23,2,56
3rd grade,0,1,39,3,50
3rd grade,0,1,50,9,57
3rd grade,0,3,89,10,57
3rd grade,0,1,69,4,32
3rd grade,1,1,66,4,65
3rd grade,0,3,66,7,29
3rd grade,0,3,13,3,59
3rd grade,0,2,41,1,47
3rd grade,0,3,76,9,19
3rd grade,0,1,22,3,66
3rd grade,1,2,34,4,39
3rd grade,0,1,91,8,43
3rd grade,1,1,33,3,63
3rd grade,1,2,34,11,23
3rd grade,0,1,26,6,46
3rd grade,0,1,4,4,37
3rd grade,0,1,19,3,31
3rd grade,0,2,14,12,43
3rd grade,0,3,98,9,46
3rd grade,0,2,44,8,40
3rd grade,1,1,6,4,44
3rd grade,0,1,69,9,64
3rd grade,0,2,90,10,33
3rd grade,1,3,46,6,20
3rd grade,0,1,33,11,44
3rd grade,1,3,70,4,33
3rd grade,1,3,78,9,41
3rd grade,0,1,11,7,43
3rd grade,1,1,2,7,51
3rd grade,0,3,20,9,35
3rd grade,1,2,87,7,23
3rd grade,1,1,41,8,39
3rd grade,1,1,30,9,39
3rd grade,0,3,93,8,55
3rd grade,1,2,2,4,62
3rd grade,1,2,20,8,NULL
3rd grade,0,2,70,7,44
3rd grade,1,1,63,7,32
3rd grade,0,1,98,7,43
3rd grade,1,1,30,10,41
3rd grade,1,1,95,1,24
3rd grade,1,2,16,1,57
3rd grade,1,3,84,9,46
3rd grade,0,2,0,10,24
3rd grade,0,1,81,7,43
3rd grade,1,2,38,1,41
3rd grade,0,1,75,11,55
3rd grade,0,1,22,9,24
3rd grade,1,3,51,8,52
3rd grade,1,1,25,8,50
3rd grade,0,1,82,9,63
3rd grade,0,1,99,8,43
3rd grade,1,2,69,11,42
3rd grade,0,1,6,8,58
